מק""ט,"שם תחנה",רחוב,בית,"שם עיר","קו אורך","קו רוחב","סוג תחנה","תחנת קצה","כמות קווים עוצרים","% נסיעות מעבר","נסיעות מתחנה ליעד","עצירות יומי","עצירות 04:00-06:00","עצירות 06:00-09:00","עצירות 09:00-12:00","עצירות 12:00-15:00","עצירות 15:00-19:00","עצירות 19:00-24:00","עצירות 24:00-04:00","תיקופים יומי","תיקופים 04:00-06:00","תיקופים 06:00-09:00","תיקופים 09:00-12:00","תיקופים 12:00-15:00","תיקופים 15:00-19:00","תיקופים 19:00-24:00","תיקופים 24:00-04:00"
18563,"בעלי התוספות/רמב""""ן","בעלי התוספות",23,"באר שבע",34786768,31271816,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,1,0,0,0,0,1,0,0
13088,סנהדרין/רש""""י,סנהדרין,105,"באר שבע",34789009,31269400,"תחנה רגילה",רגילה,3,9.922099221,1.445401121,275,8,53,48,48,62,46,10,287.1875,5.791666667,85.6875,71.1875,50.729166667,57.270833333,16.479166667,0.041666667
11112,התלמוד/הזוהר,התלמוד,32,"באר שבע",34788027,31270322,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,1,0,0.333333333,0,0.333333333,0.333333333,0,0
13256,"הרבנות והמועצה הדתית/סנהדרין",סנהדרין,92,"באר שבע",34790263,31270237,"תחנה רגילה",רגילה,3,12.801575579,1.37469227,263,4,42,47,48,64,49,9,86.291666667,0.125,10.3125,11.770833333,21.729166667,34.708333333,7.645833333,0
13089,"הרבנות והמועצה הדתית/סנהדרין",סנהדרין,79,"באר שבע",34791477,31270814,"תחנה רגילה",רגילה,3,10.678109173,1.455261677,275,8,53,48,48,62,46,10,274.166666667,4.4375,69.083333333,55.666666667,55.75,74.645833333,14.583333333,0
13255,סנהדרין/שפרינצק,סנהדרין,68,"באר שבע",34791887,31271152,"תחנה רגילה",רגילה,3,17.615338526,1.398442181,263,4,42,47,48,64,49,9,62.458333333,0.125,6.666666667,10.145833333,17.645833333,22.041666667,5.833333333,0
12301,"אברהם אבינו/אלכסנדר ינאי","אברהם אבינו",19,"באר שבע",34793613,31263449,"תחנה רגילה",רגילה,1,19.381107492,1.368078176,53,1,11,9,9,12,11,0,16.125,0.083333333,4.895833333,4.395833333,3.104166667,2.833333333,0.8125,0
11149,"מרכז גילת/אברהם אבינו","אברהם אבינו",29,"באר שבע",34793601,31264565,"תחנה רגילה",רגילה,2,11.746689487,1.44662643,176,5,34,30,30,40,32,5,439.9375,3.708333333,101.8125,133.791666667,85.9375,90.75,23.9375,0
11150,"מרכז גילת/אברהם אבינו","אברהם אבינו",22,"באר שבע",34793709,31264681,"תחנה רגילה",רגילה,2,28.993125758,1.241609381,168,3,26,29,30,41,35,4,178.75,0.208333333,20.708333333,49.395833333,49.625,45.375,13.4375,0
12305,"יצחק אבינו/אברהם אבינו","יצחק אבינו",2,"באר שבע",34794688,31261531,"תחנה רגילה",רגילה,1,9.268292683,1.365853659,53,1,11,9,9,12,11,0,21.395833333,0.729166667,8.854166667,3.8125,3.166666667,3.541666667,1.291666667,0
11169,"כיכר האבות/אברהם אבינו","אברהם אבינו",4,"באר שבע",34794231,31262257,"תחנה רגילה",רגילה,4,23.469387755,1.241758242,220,4,37,38,39,53,45,4,48.770833333,0.125,6.791666667,11.395833333,11.1875,14.916666667,4.354166667,0
19441,"כיכר האבות/יעקב אבינו","יעקב אבינו",11,"באר שבע",34795233,31261793,"תחנה רגילה",רגילה,2,7.483921263,1.432859092,176,5,34,30,30,40,32,5,220.625,3.166666667,50.5625,53.333333333,44.1875,53.229166667,16.145833333,0
13257,"תחנת דלק/אברהם אבינו","אברהם אבינו",47,"באר שבע",34793199,31266949,"תחנה רגילה",רגילה,2,19.899244332,1.260285474,168,3,26,29,30,41,35,4,45.729166667,0.041666667,6.604166667,9.729166667,10.25,13.1875,5.916666667,0
13091,"אברהם אבינו/האיסיים","אברהם אבינו",57,"באר שבע",34792743,31267512,"תחנה רגילה",רגילה,2,7.521304187,1.412004446,176,5,34,30,30,40,32,5,104.145833333,3.104166667,24.104166667,30.5,19.979166667,20.4375,6.020833333,0
19442,"יעקב אבינו/אלכסנדר ינאי","יעקב אבינו",8,"באר שבע",34796560,31261984,"תחנה רגילה",רגילה,2,24.481865285,1.17357513,168,3,26,29,30,41,35,4,32.041666667,0.375,4.833333333,6.375,7.25,8.125,5.083333333,0
12215,"אוניברסיטת בן גוריון/יצחק רגר","יצחק רגר",92,"באר שבע",34798307,31261569,"תחנה רגילה",רגילה,'-,0,1,'-,'-,'-,'-,'-,'-,'-,'-,2.333333333,0.333333333,0.166666667,0,0,1.833333333,0,0
13115,"אוניברסיטת בן גוריון/יצחק רגר","יצחק רגר",135,"באר שבע",34798017,31264565,"תחנה רגילה",רגילה,10,6.426202322,1.471393035,213,7,45,40,38,50,28,5,117.708333333,0.645833333,22.5625,25.875,26.354166667,31.9375,10.333333333,0
13105,"יצחק רגר/יוסף בן מתתיהו","יצחק רגר",112,"באר שבע",34798262,31265114,"תחנה רגילה",רגילה,29,9.894710136,1.164150704,470,8,81,77,91,129,75,9,273.458333333,5.75,53.083333333,40.625,49.375,78.229166667,45.354166667,1.041666667
